0.004;1.74152e+18;-1;0;
0.00415958;1.52572e+18;-1;0;
0.00432553;1.31749e+18;-1;0;
0.0044981;1.11897e+18;-1;0;
0.00467755;9.32247e+17;-1;0;
0.00486417;7.59346e+17;-1;0;
0.00505823;6.02121e+17;-1;0;
0.00526003;4.62171e+17;-1;0;
0.00546988;3.40741e+17;-1;0;
0.0056881;2.38628e+17;-1;0;
0.00591503;1.56088e+17;-1;0;
0.00615101;9.277e+16;-1;0;
0.00639641;4.76673e+16;-1;0;
0.0066516;1.91095e+16;-1;0;
0.00691697;4.80453e+15;-1;0;
0.00719292;1.93455e+15;-1;0;
0.00747989;7.31267e+15;-1;0;
0.0077783;1.75962e+16;-1;0;
0.00808862;2.95449e+16;-1;0;
0.00841132;4.03018e+16;-1;0;
0.0087469;4.76639e+16;-1;0;
0.00909586;5.03021e+16;-1;0;
0.00945874;4.78854e+16;-1;0;
0.0098361;4.10708e+16;-1;0;
0.0102285;3.13351e+16;-1;0;
0.0106366;2.06536e+16;-1;0;
0.0110609;1.1066e+16;-1;0;
0.0115022;4.20881e+15;-1;0;
0.0119611;9.24269e+14;-1;0;
0.0124383;1.05992e+15;-1;0;
0.0129345;3.54285e+15;-1;0;
0.0134506;6.74185e+15;-1;0;
0.0139872;9.03084e+15;-1;0;
0.0145452;9.36999e+15;-1;0;
0.0151255;7.67439e+15;-1;0;
0.0157289;4.78665e+15;-1;0;
0.0163565;2.02406e+15;-1;0;
0.017009;4.85932e+14;-1;0;
0.0176876;4.76389e+14;-1;0;
0.0183932;1.39215e+15;-1;0;
0.019127;2.18324e+15;-1;0;
0.0198901;2.11144e+15;-1;0;
0.0206837;1.26324e+15;-1;0;
0.0215088;3.91878e+14;-1;0;
0.022367;1.87581e+14;-1;0;
0.0232593;6.25309e+14;-1;0;
0.0241872;1.04564e+15;-1;0;
0.0251522;9.13201e+14;-1;0;
0.0261557;4.08588e+14;-1;0;
0.0271991;1.27209e+14;-1;0;
0.0282843;2.64875e+14;-1;0;
0.0294127;4.16411e+14;-1;0;
0.0305861;2.70396e+14;-1;0;
0.0318064;7.88348e+13;-1;0;
0.0330753;1.29072e+14;-1;0;
0.0343949;2.19443e+14;-1;0;
0.0357671;1.29458e+14;-1;0;
0.037194;6.04793e+13;-1;0;
0.0386779;1.20289e+14;-1;0;
0.0402209;1.0407e+14;-1;0;
0.0418256;4.00659e+13;-1;0;
0.0434942;6.00175e+13;-1;0;
0.0452295;4.92209e+13;-1;0;
0.0470339;2.90471e+13;-1;0;
0.0489104;4.83971e+13;-1;0;
0.0508617;2.78419e+13;-1;0;
0.0528908;2.89351e+13;-1;0;
0.0550009;2.0936e+13;-1;0;
0.0571952;1.64373e+13;-1;0;
0.059477;1.65073e+13;-1;0;
0.0618499;1.43226e+13;-1;0;
0.0643174;1.34896e+13;-1;0;
0.0668834;9.83978e+12;-1;0;
0.0695518;6.86023e+12;-1;0;
0.0723266;9.22062e+12;-1;0;
0.0752121;4.68546e+12;-1;0;
0.0782127;7.33271e+12;-1;0;
0.081333;3.91928e+12;-1;0;
0.0845778;2.75813e+12;-1;0;
0.0879521;4.87916e+12;-1;0;
0.091461;3.03267e+12;-1;0;
0.0951099;1.5593e+12;-1;0;
0.0989044;1.97169e+12;-1;0;
0.10285;2.29131e+12;-1;0;
0.106953;1.71835e+12;-1;0;
0.11122;1.58574e+12;-1;0;
0.115658;1.23793e+12;-1;0;
0.120272;9.01727e+11;-1;0;
0.12507;9.43171e+11;-1;0;
0.13006;7.30165e+11;-1;0;
0.135249;7.15403e+11;-1;0;
0.140644;6.79755e+11;-1;0;
0.146256;4.65982e+11;-1;0;
0.152091;3.66972e+11;-1;0;
0.158158;2.34987e+11;-1;0;
0.164468;3.46148e+11;-1;0;
0.17103;2.16721e+11;-1;0;
0.177853;1.99494e+11;-1;0;
0.184948;1.79621e+11;-1;0;
0.192327;1.36489e+11;-1;0;
0.2;1.2989e+11;-1;0;
