0.004;2.31669e+16;-1;0;
0.00415958;2.27869e+16;-1;0;
0.00432553;2.23819e+16;-1;0;
0.0044981;2.19509e+16;-1;0;
0.00467755;2.14928e+16;-1;0;
0.00486417;2.10067e+16;-1;0;
0.00505823;2.04917e+16;-1;0;
0.00526003;1.99469e+16;-1;0;
0.00546988;1.93717e+16;-1;0;
0.0056881;1.87657e+16;-1;0;
0.00591503;1.81286e+16;-1;0;
0.00615101;1.74605e+16;-1;0;
0.00639641;1.67616e+16;-1;0;
0.0066516;1.60328e+16;-1;0;
0.00691697;1.52751e+16;-1;0;
0.00719292;1.449e+16;-1;0;
0.00747989;1.36798e+16;-1;0;
0.0077783;1.2847e+16;-1;0;
0.00808862;1.19948e+16;-1;0;
0.00841132;1.11273e+16;-1;0;
0.0087469;1.02491e+16;-1;0;
0.00909586;9.36538e+15;-1;0;
0.00945874;8.4822e+15;-1;0;
0.0098361;7.60617e+15;-1;0;
0.0102285;6.74454e+15;-1;0;
0.0106366;5.905e+15;-1;0;
0.0110609;5.09563e+15;-1;0;
0.0115022;4.32464e+15;-1;0;
0.0119611;3.60017e+15;-1;0;
0.0124383;2.93002e+15;-1;0;
0.0129345;2.32129e+15;-1;0;
0.0134506;1.78005e+15;-1;0;
0.0139872;1.31097e+15;-1;0;
0.0145452;9.16922e+14;-1;0;
0.0151255;5.98682e+14;-1;0;
0.0157289;3.54629e+14;-1;0;
0.0163565;1.80608e+14;-1;0;
0.017009;6.99149e+13;-1;0;
0.0176876;1.34874e+13;-1;0;
0.0183932;3.07106e+11;-1;0;
0.019127;1.80376e+13;-1;0;
0.0198901;5.38758e+13;-1;0;
0.0206837;9.55662e+13;-1;0;
0.0215088;1.32485e+14;-1;0;
0.022367;1.56659e+14;-1;0;
0.0232593;1.63563e+14;-1;0;
0.0241872;1.52513e+14;-1;0;
0.0251522;1.26526e+14;-1;0;
0.0261557;9.15468e+13;-1;0;
0.0271991;5.51151e+13;-1;0;
0.0282843;2.46272e+13;-1;0;
0.0294127;5.5532e+12;-1;0;
0.0305861;4.14698e+10;-1;0;
0.0318064;6.35755e+12;-1;0;
0.0330753;1.94484e+13;-1;0;
0.0343949;3.26142e+13;-1;0;
0.0357671;3.98569e+13;-1;0;
0.037194;3.81042e+13;-1;0;
0.0386779;2.83719e+13;-1;0;
0.0402209;1.51978e+13;-1;0;
0.0418256;4.39e+12;-1;0;
0.0434942;3.47788e+10;-1;0;
0.0452295;2.34113e+12;-1;0;
0.0470339;7.70911e+12;-1;0;
0.0489104;1.12183e+13;-1;0;
0.0508617;1.00508e+13;-1;0;
0.0528908;5.37769e+12;-1;0;
0.0550009;1.06826e+12;-1;0;
0.0571952;1.0992e+11;-1;0;
0.059477;1.93357e+12;-1;0;
0.0618499;3.38145e+12;-1;0;
0.0643174;2.44032e+12;-1;0;
0.0668834;4.87598e+11;-1;0;
0.0695518;1.49298e+11;-1;0;
0.0723266;1.4944e+12;-1;0;
0.0752121;2.05965e+12;-1;0;
0.0782127;8.75056e+11;-1;0;
0.081333;2.21946e+06;-1;0;
0.0845778;7.2088e+11;-1;0;
0.0879521;1.24815e+12;-1;0;
0.091461;4.5114e+11;-1;0;
0.0951099;1.89365e+10;-1;0;
0.0989044;4.76963e+11;-1;0;
0.10285;3.24071e+11;-1;0;
0.106953;4.15373e+09;-1;0;
0.11122;3.24629e+11;-1;0;
0.115658;1.8322e+11;-1;0;
0.120272;3.55506e+10;-1;0;
0.12507;3.08799e+11;-1;0;
0.13006;5.83145e+10;-1;0;
0.135249;9.34904e+10;-1;0;
0.140644;1.05142e+11;-1;0;
0.146256;2.14307e+10;-1;0;
0.152091;8.5137e+10;-1;0;
0.158158;1.52875e+10;-1;0;
0.164468;9.07098e+10;-1;0;
0.17103;9.01114e+09;-1;0;
0.177853;5.45366e+10;-1;0;
0.184948;1.6535e+10;-1;0;
0.192327;1.01046e+10;-1;0;
0.2;3.99841e+10;-1;0;
