        0.01     0.94717          -1           0
   0.0101391    0.945751          -1           0
   0.0102802    0.944295          -1           0
   0.0104232    0.942803          -1           0
   0.0105682    0.941272          -1           0
   0.0107152    0.939703          -1           0
   0.0108643    0.938093          -1           0
   0.0110154    0.936443          -1           0
   0.0111686    0.934751          -1           0
    0.011324    0.933017          -1           0
   0.0114815    0.931239          -1           0
   0.0116413    0.929417          -1           0
   0.0118032    0.927549          -1           0
   0.0119674    0.925635          -1           0
   0.0121339    0.923674          -1           0
   0.0123027    0.921664          -1           0
   0.0124738    0.919605          -1           0
   0.0126474    0.917496          -1           0
   0.0128233    0.915335          -1           0
   0.0130017    0.913121          -1           0
   0.0131826    0.910855          -1           0
    0.013366    0.908533          -1           0
   0.0135519    0.906156          -1           0
   0.0137404    0.903722          -1           0
   0.0139316    0.901231          -1           0
   0.0141254    0.898681          -1           0
   0.0143219     0.89607          -1           0
   0.0145211    0.893399          -1           0
   0.0147231    0.890666          -1           0
   0.0149279    0.887869          -1           0
   0.0151356    0.885008          -1           0
   0.0153462    0.882082          -1           0
   0.0155597    0.879089          -1           0
   0.0157761    0.876029          -1           0
   0.0159956      0.8729          -1           0
   0.0162181    0.869701          -1           0
   0.0164437    0.866432          -1           0
   0.0166725    0.863091          -1           0
   0.0169044    0.859676          -1           0
   0.0171396    0.856188          -1           0
    0.017378    0.852625          -1           0
   0.0176198    0.848986          -1           0
   0.0178649     0.84527          -1           0
   0.0181134    0.841477          -1           0
   0.0183654    0.837604          -1           0
   0.0186209    0.833652          -1           0
   0.0188799     0.82962          -1           0
   0.0191426    0.825506          -1           0
   0.0194089     0.82131          -1           0
   0.0196789    0.817031          -1           0
   0.0199526    0.812668          -1           0
   0.0202302    0.808221          -1           0
   0.0205116     0.80369          -1           0
    0.020797    0.799072          -1           0
   0.0210863    0.794369          -1           0
   0.0213796    0.789579          -1           0
    0.021677    0.784702          -1           0
   0.0219786    0.779738          -1           0
   0.0222844    0.774687          -1           0
   0.0225944    0.769548          -1           0
   0.0229087    0.764321          -1           0
   0.0232274    0.759006          -1           0
   0.0235505    0.753603          -1           0
   0.0238781    0.748112          -1           0
   0.0242103    0.742534          -1           0
   0.0245471    0.736869          -1           0
   0.0248886    0.731116          -1           0
   0.0252348    0.725277          -1           0
   0.0255859    0.719352          -1           0
   0.0259418    0.713342          -1           0
   0.0263027    0.707248          -1           0
   0.0266686     0.70107          -1           0
   0.0270396    0.694809          -1           0
   0.0274157    0.688468          -1           0
   0.0277971    0.682045          -1           0
   0.0281838    0.675544          -1           0
   0.0285759    0.668966          -1           0
   0.0289734    0.662312          -1           0
   0.0293765    0.655584          -1           0
   0.0297852    0.648783          -1           0
   0.0301995    0.641913          -1           0
   0.0306196    0.634974          -1           0
   0.0310456    0.627969          -1           0
   0.0314775      0.6209          -1           0
   0.0319154     0.61377          -1           0
   0.0323594    0.606582          -1           0
   0.0328095    0.599338          -1           0
    0.033266    0.592041          -1           0
   0.0337287    0.584693          -1           0
   0.0341979    0.577299          -1           0
   0.0346737     0.56986          -1           0
    0.035156    0.562381          -1           0
   0.0356451    0.554865          -1           0
    0.036141    0.547315          -1           0
   0.0366438    0.539734          -1           0
   0.0371535    0.532127          -1           0
   0.0376704    0.524497          -1           0
   0.0381944    0.516849          -1           0
   0.0387258    0.509184          -1           0
   0.0392645    0.501509          -1           0
   0.0398107    0.493826          -1           0
   0.0403645     0.48614          -1           0
   0.0409261    0.478454          -1           0
   0.0414954    0.470774          -1           0
   0.0420727    0.463102          -1           0
    0.042658    0.455443          -1           0
   0.0432514    0.447802          -1           0
   0.0438531    0.440181          -1           0
   0.0444631    0.432585          -1           0
   0.0450817    0.425019          -1           0
   0.0457088    0.417486          -1           0
   0.0463447    0.409989          -1           0
   0.0469894    0.402534          -1           0
   0.0476431    0.395123          -1           0
   0.0483059    0.387761          -1           0
   0.0489779     0.38045          -1           0
   0.0496592    0.373194          -1           0
   0.0503501    0.365998          -1           0
   0.0510505    0.358863          -1           0
   0.0517607    0.351793          -1           0
   0.0524807    0.344792          -1           0
   0.0532108    0.337861          -1           0
   0.0539511    0.331004          -1           0
   0.0547016    0.324223          -1           0
   0.0554626    0.317521          -1           0
   0.0562341      0.3109          -1           0
   0.0570164    0.304362          -1           0
   0.0578096    0.297908          -1           0
   0.0586138    0.291542          -1           0
   0.0594292    0.285264          -1           0
    0.060256    0.279075          -1           0
   0.0610942    0.272978          -1           0
   0.0619441    0.266973          -1           0
   0.0628058    0.261062          -1           0
   0.0636796    0.255244          -1           0
   0.0645654    0.249521          -1           0
   0.0654636    0.243894          -1           0
   0.0663743    0.238363          -1           0
   0.0672977    0.232927          -1           0
   0.0682339    0.227588          -1           0
   0.0691831    0.222345          -1           0
   0.0701455    0.217198          -1           0
   0.0711214    0.212147          -1           0
   0.0721107    0.207192          -1           0
   0.0731139    0.202332          -1           0
    0.074131    0.197566          -1           0
   0.0751623    0.192895          -1           0
   0.0762079    0.188317          -1           0
   0.0772681    0.183832          -1           0
    0.078343    0.179439          -1           0
   0.0794328    0.175137          -1           0
   0.0805378    0.170924          -1           0
   0.0816582    0.166801          -1           0
   0.0827942    0.162766          -1           0
    0.083946    0.158817          -1           0
   0.0851138    0.154955          -1           0
   0.0862979    0.151176          -1           0
   0.0874984    0.147482          -1           0
   0.0887156    0.143869          -1           0
   0.0899498    0.140337          -1           0
   0.0912011    0.136885          -1           0
   0.0924698    0.133512          -1           0
   0.0937562    0.130215          -1           0
   0.0950605    0.126994          -1           0
   0.0963829    0.123848          -1           0
   0.0977237    0.120775          -1           0
   0.0990832    0.117773          -1           0
    0.100462    0.114842          -1           0
    0.101859     0.11198          -1           0
    0.103276    0.109187          -1           0
    0.104713    0.106459          -1           0
     0.10617    0.103797          -1           0
    0.107647    0.101199          -1           0
    0.109144   0.0986635          -1           0
    0.110662   0.0961894          -1           0
    0.112202   0.0937755          -1           0
    0.113763   0.0914204          -1           0
    0.115345    0.089123          -1           0
     0.11695    0.086882          -1           0
    0.118577   0.0846962          -1           0
    0.120226   0.0825644          -1           0
    0.121899   0.0804855          -1           0
    0.123595   0.0784582          -1           0
    0.125314   0.0764815          -1           0
    0.127057   0.0745541          -1           0
    0.128825   0.0726751          -1           0
    0.130617   0.0708432          -1           0
    0.132434   0.0690574          -1           0
    0.134276   0.0673167          -1           0
    0.136144     0.06562          -1           0
    0.138038   0.0639663          -1           0
    0.139959   0.0623546          -1           0
    0.141906   0.0607839          -1           0
     0.14388   0.0592532          -1           0
